EID,TYPECODE,IFHOME,B_REYEAR,B_ENDYEAR,TARGET
329569,br355,0,2001,,0
329569,br120405,0,2014,,0
329569,br180479,0,2014,,0
329569,br120471,1,2001,,0
329569,br120474,0,2006,,0
329569,br60513,0,2013,,0
329569,br471,0,2015,,0
329569,br528,0,2010,,0
329569,br150663,0,2001,,0
329569,br568,0,1998,,0
329569,br180644,1,2015,,0
329569,br30781,0,2015,,0
329569,br180664,0,2014,,0
329569,br180674,0,2015,,0
329569,br120632,0,2014,,0
329569,br150745,0,2015,,0
329569,br60702,0,1998,,0
329569,br60790,0,2002,,0
329569,br150853,0,2014,,0
329569,br30948,0,1996,,0
329569,br90737,0,1999,,0
329569,br30982,0,1998,,0
329569,br120814,1,2015,,0
329569,br120823,0,2009,,0
329569,br31010,0,2001,,0
329569,br90800,1,2012,,0
329569,br827,0,1991,,0
329569,br90805,0,2011,,0
329569,br150940,0,2013,,0
329569,br90844,0,2010,,0
329569,br90849,0,2004,,0
329569,br120966,0,2013,,0
329569,br966,0,2011,,0
329569,br90961,0,2015,,0
329569,br90962,0,2013,,0
329569,br181066,0,2010,,0
329569,br211427,0,2014,,0
329569,br211454,0,1996,,0
329569,br1077,0,1997,,0
329569,br31307,0,1998,,0
329569,br121190,0,2011,,0
329569,br211581,0,2012,,0
329569,br121210,0,2015,,0
329569,br91142,0,2013,,0
329569,br91174,1,2014,,0
329569,br211632,1,2001,,0
329569,br61246,0,2008,,0
329569,br61265,0,2014,,0
329569,br211695,0,1996,,0
329569,br1291,0,1998,,0
329569,br31495,0,2012,,0
329569,br61344,0,2014,,0
329569,br121420,0,2010,,0
329569,br181538,0,2014,,0
329569,br1485,0,2015,,0
329569,br61576,0,2014,,0
329569,br31731,0,2015,,0
329569,br91553,0,1995,,0
329569,br1616,0,2015,,0
329569,br91622,0,2014,,0
329569,br121670,0,2009,,0
329569,br212056,0,2011,,0
329569,br91716,0,2010,,0
329569,br61840,0,2014,,0
329569,br31991,0,2008,,0
329569,br181861,0,2008,,0
329569,br121863,0,2014,,0
329569,br91868,0,2014,,0
329569,br91889,0,2011,,0
329569,br212259,0,2008,,0
329569,br61944,0,2014,,0
329569,br152027,0,2012,,0
329569,br32116,0,2014,,0
329569,br32141,0,2013,,0
329569,br212325,0,2013,,0
329569,br212340,0,2013,,0
329569,br91974,0,2015,,0
329569,br62037,0,2014,,0
329569,br122026,0,2015,,0
329569,br182030,0,2014,,0
329569,br32184,0,2010,,0
329569,br62073,0,1996,,0
329569,br152132,0,2000,,0
329569,br2096,0,2014,,0
329569,br32326,0,2015,,0
329569,br212464,0,2014,,0
329569,br182173,1,2014,,0
329569,br62229,0,2015,,0
329569,br212513,0,2006,,0
329569,br122252,1,2009,,0
329569,br152274,0,2014,,0
329569,br92198,0,2011,,0
329569,br2191,0,2013,,0
329569,br152321,0,2013,,0
329569,br122305,0,2014,,0
329569,br212580,0,2008,,0
329569,br152347,0,2014,,0
329569,br32450,0,2014,,0
329569,br32461,0,2014,,0
329569,br92321,0,2014,,0
329569,br182414,0,2002,,0
329569,br212702,0,2011,,0
329569,br122482,0,2014,,0
329569,br212762,0,2001,,0
329569,br152517,0,2014,,0
329569,br152519,0,2009,,0
329569,br2384,0,2015,,0
329569,br182529,0,2014,,0
329569,br2450,0,2010,,0
329569,br92569,0,2010,,0
329569,br182617,0,2012,,0
329569,br2521,0,2015,,0
329569,br212921,0,2014,,0
329569,br2607,0,2014,,0
329569,br32878,0,2001,,0
329569,br92706,0,2012,,0
329569,br182737,0,2013,,0
329569,br32924,0,2014,,0
329569,br92766,0,2011,,0
329569,br213095,0,2014,,0
329569,br182806,0,2014,,0
329569,br92805,0,2000,,0
329569,br182831,0,2002,2004.0,0
329569,br62861,0,2001,,0
329569,br213160,0,2011,,0
329569,br62894,0,2013,,0
329569,br2926,0,2000,,0
329569,br2934,0,2012,,0
329569,br33188,0,1995,,0
329569,br153085,0,2014,,0
329569,br153090,0,2002,,0
329569,br33234,0,2012,,0
329569,br33277,0,2009,,0
329569,br123154,0,1996,,0
329569,br213450,0,1996,,0
329569,br63177,0,2014,,0
329569,br3123,0,2010,,0
329569,br123264,0,1999,,0
329569,br63265,0,2015,,0
329569,br63273,0,2009,,0
329569,br93220,0,2015,,0
329569,br153287,0,1994,,0
329569,br123338,0,2015,,0
329569,br63334,0,2015,,0
329569,br63360,0,2015,,0
329569,br183315,0,2002,,0
329569,br93335,0,2014,,0
329569,br183367,0,2014,,0
329569,br123467,0,1996,,0
329569,br93404,0,2014,,0
329569,br213745,0,2013,,0
329569,br213753,0,1997,,0
329569,br213790,0,2011,,0
329569,br33647,0,2011,,0
329569,br33710,0,2012,,0
329569,br213870,0,2015,,0
329569,br183581,0,1997,,0
329569,br153604,0,2003,,0
329569,br183605,0,1999,,0
329569,br3528,0,1996,,0
329569,br93602,0,2015,,0
329569,br123697,1,2002,,0
329569,br123725,0,2014,,0
329569,br153707,0,2015,,0
329569,br123771,0,2014,,0
329569,br153771,0,2015,,0
329569,br63722,0,2002,,0
329569,br153796,0,2013,,0
329569,br3662,0,2009,,0
329569,br3665,0,2009,,0
329569,br3668,0,2014,,0
329569,br123883,1,2012,,0
329569,br153869,0,1997,,0
329569,br123911,0,2014,,0
329569,br214188,0,1997,,0
329569,br3810,0,2010,,0
329569,br3818,0,2013,,0
329569,br63934,0,2002,,0
329569,br214276,0,1995,,0
329569,br184005,0,2015,,0
329569,br4001,1,2015,,0
329569,br184153,0,2009,,0
329569,br184183,0,2009,,0
329569,br184189,0,2012,,0
329569,br184202,0,2004,,0
329569,br34381,0,2010,,0
329569,br184239,0,1997,,0
329569,br94193,0,2014,,0
329569,br154418,0,2014,,0
329569,br64331,0,2015,,0
329569,br184345,0,2012,,0
329569,br124517,0,1998,,0
329569,br34584,0,1998,,0
329569,br214814,0,1996,,0
329569,br154577,0,2015,,0
329569,br154592,0,2002,,0
329569,br154618,0,1998,,0
329569,br94529,0,2003,,0
329569,br184571,0,2014,,0
329569,br154681,0,2015,,0
329569,br64598,0,2014,,0
329569,br4587,0,1997,,0
329569,br94665,0,2014,,0
329569,br215073,0,2014,,0
329569,br184759,0,1996,,0
329569,br94749,0,2010,,0
329569,br124874,0,1996,,0
329569,br34877,0,2014,,0
329569,br64779,0,2015,,0
329569,br64791,0,2001,,0
329569,br215125,0,2012,,0
329569,br94820,0,2009,,0
329569,br154917,0,2002,,0
329569,br124950,0,1997,,0
329569,br94904,1,2014,,0
329569,br35010,0,2012,,0
329569,br155009,0,2013,,0
329569,br155011,0,2001,,0
329569,br215382,0,2010,,0
329569,br5019,1,2014,,0
329569,br215396,0,1997,,0
329569,br125268,0,2014,,0
329569,br35269,0,2012,,0
329569,br65232,0,2014,,0
329569,br65251,1,2007,,0
329569,br5145,0,2014,,0
329569,br185241,1,2014,,0
329569,br155298,0,2011,,0
329569,br125423,0,1997,,0
329569,br5231,0,2014,,0
329569,br5257,0,2014,,0
329569,br125464,0,1996,,0
329569,br215644,0,2014,,0
329569,br215652,1,2015,,0
329569,br95388,0,2015,,0
329569,br215663,0,2014,,0
329569,br35516,0,2014,,0
329569,br125549,0,2014,,0
329569,br35560,0,2014,,0
329569,br95516,0,2015,,0
329569,br5410,1,1996,,0
329569,br95600,0,2015,,0
329569,br125737,0,2006,,0
329569,br155717,0,2015,,0
329569,br125823,0,2015,,0
329569,br35879,0,2013,,0
329569,br95812,0,2014,,0
329569,br95856,0,2012,,0
329569,br95857,0,2014,,0
329569,br155886,0,2006,,0
329569,br65899,0,2002,,0
329569,br95945,0,2014,,0
329569,br5808,0,2013,,0
329569,br65987,0,2008,,0
329569,br126090,0,2015,,0
329569,br66017,0,2001,,0
329569,br5928,0,2014,,0
329569,br36185,0,2015,,0
329569,br66093,0,2014,,0
329569,br156157,0,1997,,0
329569,br96165,0,1997,,0
329569,br96188,0,2013,,0
329569,br66178,0,1998,,0
329569,br66214,0,2014,,0
329569,br216566,0,2011,,0
329569,br66264,0,2014,,0
329569,br36364,0,2011,,0
329569,br186305,0,2010,,0
329569,br126400,0,2014,,0
329569,br36403,0,2014,,0
329569,br6194,1,2014,,0
329569,br6226,0,2011,,0
329569,br96412,0,2008,,0
329569,br66367,0,2013,,0
329569,br66419,0,2012,,0
329569,br6336,0,1997,,0
329569,br96575,0,2014,,0
329569,br36621,0,2008,,0
329569,br156563,0,2004,,0
329569,br156571,0,2015,,0
329569,br126679,0,2014,,0
329569,br96740,0,2014,,0
329569,br186705,0,2015,,0
329569,br186751,1,2006,,0
329569,br66770,0,2015,,0
329569,br156861,0,2007,,0
329569,br96967,0,2012,,0
329569,br37012,0,1999,2008.0,0
329569,br66939,0,1998,,0
329569,br66950,0,2002,,0
329569,br127080,0,2011,,0
329569,br127117,0,2014,,0
329569,br127141,0,1998,,0
329569,br187082,0,2014,,0
329569,br217364,0,2014,,0
329569,br37141,0,2010,,0
329569,br157107,0,2014,,0
329569,br67094,0,1993,,0
329569,br67096,0,2014,,0
329569,br127224,0,2014,,0
329569,br37193,0,2014,,0
329569,br37208,0,2012,,0
329569,br187186,0,2009,,0
329569,br157225,0,2012,,0
329569,br37275,0,2015,,0
329569,br127386,0,2015,,0
329569,br157324,0,2015,,0
329569,br67303,0,1997,,0
329569,br7148,0,2013,,0
329569,br187370,0,2014,,0
329569,br217620,0,2010,,0
329569,br7265,0,2011,,0
329569,br97557,0,2012,,0
329569,br7338,0,2007,,0
329569,br127667,0,2011,,0
329569,br217817,0,1999,2008.0,0
329569,br187606,0,2015,,0
329569,br97654,0,2014,,0
329569,br37654,0,2005,,0
329569,br7456,0,2015,,0
329569,br127746,0,2010,,0
329569,br7493,0,2015,,0
329569,br217927,0,2004,,0
329569,br97735,0,2015,,0
329569,br217956,0,1994,,0
329569,br67633,0,2015,,0
329569,br7536,0,2014,,0
329569,br157804,0,2011,,0
329569,br218032,0,2015,,0
329569,br97844,0,2005,,0
329569,br157855,0,2015,,0
329569,br157857,0,2014,,0
329569,br218073,0,2011,,0
329569,br157895,1,2001,,0
329569,br218172,0,2015,,0
329569,br218174,0,2015,,0
329569,br218192,0,2014,,0
329569,br187997,0,2015,,0
329569,br157995,0,2010,,0
329569,br128063,0,1997,,0
329569,br98047,0,2008,,0
329569,br7796,1,2015,,0
329569,br67976,0,2004,,0
329569,br38081,0,2014,,0
329569,br158138,0,2008,,0
329569,br128181,0,2015,,0
329569,br7926,0,2012,,0
329569,br38167,0,2014,,0
329569,br158196,0,2008,,0
329569,br68085,0,2010,,0
329569,br7965,0,2012,,0
329569,br128273,0,2014,,0
329569,br188243,0,1998,,0
329569,br218571,0,2015,,0
329569,br218578,1,2001,,0
329569,br128436,0,2010,,0
329569,br218641,0,2014,,0
329569,br38375,0,2014,,0
329569,br188408,0,1998,,0
329569,br98434,1,1996,,0
329569,br8283,0,1996,,0
329569,br188538,1,2011,,0
329569,br98567,0,2015,,0
329569,br98573,0,2013,,0
329569,br38573,0,1996,,0
329569,br68547,0,1997,,0
329569,br98738,0,2014,,0
329569,br38749,0,1996,,0
329569,br128814,0,2004,,0
329569,br8492,0,2010,,0
329569,br8507,0,2015,,0
329569,br98836,1,2006,,0
329569,br128911,0,2014,,0
329569,br98858,0,2015,,0
329569,br219082,0,2007,,0
329569,br128928,0,2014,,0
329569,br68785,0,2010,,0
329569,br98960,0,2014,,0
329569,br158915,0,2001,,0
329569,br188972,0,2014,,0
329569,br129028,0,2011,,0
329569,br188981,0,2012,,0
329569,br8745,0,2010,,0
329569,br39049,0,2012,,0
329569,br129103,0,1993,,0
329569,br219338,0,2014,,0
329569,br219390,0,2014,,0
329569,br129203,0,2010,,0
329569,br8911,0,2012,,0
329569,br159197,0,1995,,0
329569,br8946,0,2015,,0
329569,br99250,0,2001,,0
329569,br189224,0,2001,,0
329569,br9006,0,2015,,0
329569,br159286,0,1992,,0
329569,br9071,0,2008,,0
329569,br189349,1,1997,,0
329569,br69226,0,2015,,0
329569,br39378,0,2009,,0
329569,br9167,0,2009,,0
329569,br9207,0,2014,,0
329569,br129489,0,2015,,0
329569,br219730,0,2009,,0
329569,br219742,0,2013,,0
329569,br9301,0,2014,,0
329569,br189619,0,2014,,0
329569,br189634,0,2014,,0
329569,br9411,0,1996,,0
329569,br189711,0,2014,,0
329569,br9430,0,2012,,0
329569,br219939,0,2013,,0
329569,br69562,0,2003,,0
329569,br219954,0,2004,,0
329569,br9480,0,2015,,0
329569,br189845,0,2014,2014.0,0
329569,br129793,0,1996,,0
329569,br39916,0,2014,,0
329569,br129943,0,2014,,0
329569,br69813,0,2013,,0
329569,br39944,0,2013,,0
329569,br220193,0,2010,,0
329569,br39961,0,1995,,0
329569,br130029,0,2015,,0
329569,br40038,0,2015,,0
329569,br190151,0,2015,,0
329569,br9811,0,2013,,0
329569,br190174,0,2014,,0
329569,br40093,0,2011,,0
329569,br220339,0,1996,,0
329569,br220350,0,1998,,0
329569,br70012,0,1999,,0
329569,br190247,0,1996,,0
329569,br190259,0,2015,,0
329569,br100188,0,2014,,0
329569,br70056,0,2007,,0
329569,br70059,0,2015,,0
329569,br220440,0,2013,,0
329569,br190341,0,2012,,0
329569,br9991,0,2014,,0
329569,br100256,1,1997,,0
329569,br160264,0,2014,,0
329569,br10014,0,2015,,0
329569,br100274,0,2014,,0
329569,br100275,0,2015,,0
329569,br220531,0,2015,,0
329569,br70176,0,2015,,0
329569,br160393,0,2009,,0
329569,br10135,0,2010,,0
329569,br100391,0,2014,,0
329569,br220620,0,2013,,0
329569,br130434,0,2015,,0
329569,br130498,0,1996,,0
329569,br160492,0,2014,,0
329569,br70401,0,2012,,0
329569,br220901,0,2011,,0
329569,br70544,0,2013,,0
329569,br130844,0,2010,,0
329569,br100808,0,2014,,0
329569,br100814,0,2003,,0
329569,br190953,1,2014,,0
329569,br100834,0,2015,,0
329569,br100872,0,2009,,0
329569,br130973,0,1996,,0
329569,br160943,0,2009,,0
329569,br70796,1,2015,,0
329569,br221135,0,2014,,0
329569,br40970,0,1998,,0
329569,br191042,0,2014,,0
329569,br161016,0,2009,,0
329569,br101029,0,2014,,0
329569,br10880,0,2014,,0
329569,br41127,0,2014,,0
329569,br70970,0,2014,,0
329569,br10934,0,2014,,0
329569,br101153,0,2014,,0
329569,br131275,0,2012,,0
329569,br131291,1,2015,,0
329569,br191420,0,2013,,0
329569,br71177,0,2014,,0
329569,br131352,0,2001,,0
329569,br161359,1,2009,,0
329569,br101293,0,2013,,0
329569,br101331,0,2014,,0
329569,br41378,1,2010,,0
329569,br71306,0,2015,,0
329569,br11242,0,2014,,0
329569,br191598,0,2014,,0
329569,br191602,0,1997,,0
329569,br11267,0,1997,,0
329569,br41501,0,2009,,0
329569,br41515,0,2011,,0
329569,br11308,0,2002,,0
329569,br71411,0,2015,,0
329569,br221782,0,2013,,0
329569,br131752,0,1996,,0
329569,br221904,0,2013,,0
329569,br11572,1,2015,,0
329569,br101763,0,2014,,0
329569,br71680,0,2014,,0
329569,br131858,0,2014,,0
329569,br11619,0,2012,,0
329569,br131870,0,2014,,0
329569,br101833,0,2015,,0
329569,br222003,0,2011,,0
329569,br191973,0,2003,,0
329569,br41924,0,2015,,0
329569,br192062,0,2014,,0
329569,br162011,0,2009,,0
329569,br101974,0,2014,,0
329569,br222122,0,2015,,0
329569,br192171,0,2013,,0
329569,br42030,1,2014,,0
329569,br132112,1,2014,,0
329569,br71946,1,2015,,0
329569,br222276,0,2014,,0
329569,br42133,0,2009,,0
329569,br222343,0,2014,,0
329569,br12004,1,2014,,0
329569,br132212,0,2012,,0
329569,br162239,0,2014,,0
329569,br192349,0,2013,,0
329569,br222420,0,1997,,0
329569,br72131,0,2001,,0
329569,br132317,0,2014,,0
329569,br162340,0,2014,,0
329569,br192445,0,1995,,0
329569,br132329,0,2008,,0
329569,br12200,0,1996,,0
329569,br132422,0,2015,,0
329569,br162458,0,2012,,0
329569,br132464,0,2015,,0
329569,br72347,0,2011,,0
329569,br192711,0,2015,,0
329569,br12455,0,2014,,0
329569,br102616,0,2012,,0
329569,br132660,0,1997,,0
329569,br222839,0,2013,,0
329569,br12555,0,2014,,0
329569,br132716,0,2014,,0
329569,br102740,1,2010,,0
329569,br42707,0,2004,,0
329569,br192944,0,2015,,0
329569,br192953,0,1997,,0
329569,br222963,0,2015,,0
329569,br12661,0,2014,,0
329569,br42793,0,2015,,0
329569,br132828,0,2014,,0
329569,br12676,1,1998,,0
329569,br162880,0,2000,,0
329569,br193016,0,2015,,0
329569,br12711,0,2014,,0
329569,br162938,0,2005,,0
329569,br193066,0,2010,,0
329569,br193073,1,2005,,0
329569,br12821,0,2014,,0
329569,br103040,0,2013,,0
329569,br193202,0,2014,,0
329569,br103072,0,2012,,0
329569,br163137,0,2014,,0
329569,br12929,0,2009,,0
329569,br193286,0,2014,,0
329569,br43105,0,2015,,0
329569,br43139,0,1997,,0
329569,br13043,0,2014,,0
329569,br223420,0,1995,,0
329569,br193452,1,2001,,0
329569,br103294,0,2010,,0
329569,br163363,0,2014,,0
329569,br193474,0,2004,,0
329569,br193477,0,2009,,0
329569,br73145,0,2014,,0
329569,br133395,0,2015,,0
329569,br103420,0,2009,,0
329569,br163462,0,2015,,0
329569,br163494,0,2012,,0
329569,br133493,0,2014,,0
329569,br43417,0,2010,,0
329569,br223666,0,2010,,0
329569,br223682,0,2008,,0
329569,br133607,0,2011,,0
329569,br223733,0,2014,,0
329569,br223743,0,2015,,0
329569,br193778,0,2015,,0
329569,br133671,1,2001,,0
329569,br223790,1,1998,,0
329569,br133682,0,2012,,0
329569,br133683,0,2010,,0
329569,br43600,0,2000,,0
329569,br133704,1,2004,,0
329569,br13561,0,2015,,0
329569,br103727,0,2014,,0
329569,br193939,1,2015,,0
329569,br43731,0,2014,,0
329569,br103793,0,2014,,0
329569,br133851,0,2013,,0
329569,br163884,0,2002,,0
329569,br103845,0,2014,,0
329569,br224007,0,2014,,0
329569,br224058,0,2012,,0
329569,br13835,0,2015,,0
329569,br13884,0,2001,,0
329569,br44003,0,1999,2008.0,0
329569,br134091,0,1997,,0
329569,br134106,0,1999,,0
329569,br44038,0,2001,,0
329569,br194278,0,2013,,0
329569,br224281,0,2014,,0
329569,br224310,0,1996,,0
329569,br104201,0,2014,,0
329569,br14044,0,2013,,0
329569,br74033,0,2001,,0
329569,br44140,0,2014,,0
329569,br14085,1,2014,,0
329569,br44153,0,2004,,0
329569,br164305,0,2014,,0
329569,br74099,0,2010,,0
329569,br164329,0,2008,,0
329569,br134321,0,2010,,0
329569,br104344,0,2015,,0
329569,br44268,0,2014,,0
329569,br134373,0,2010,,0
329569,br74213,0,2001,,0
329569,br104402,1,1995,,0
329569,br14255,0,2014,,0
329569,br74303,0,2009,,0
329569,br164541,0,2012,,0
329569,br104470,0,2010,,0
329569,br164561,0,2012,,0
329569,br194641,0,2009,,0
329569,br194748,0,2014,,0
329569,br14463,0,2002,,0
329569,br44584,1,2010,,0
329569,br164722,0,2013,,0
329569,br14568,0,2015,,0
329569,br194891,0,1997,,0
329569,br104708,0,2014,,0
329569,br44672,0,1998,,0
329569,br224850,0,2014,,0
329569,br14611,0,2014,,0
329569,br14660,1,2014,,0
329569,br104815,0,2013,,0
329569,br194983,0,2014,,0
329569,br164876,0,2011,,0
329569,br104838,0,1998,,0
329569,br74683,0,2014,,0
329569,br14697,0,2015,,0
329569,br225009,0,2015,,0
329569,br134955,0,2015,,0
329569,br74878,0,2014,,0
329569,br195216,0,2003,,0
329569,br135084,0,2012,,0
329569,br225207,0,2014,,0
329569,br14962,0,2014,,0
329569,br45067,0,2001,,0
329569,br135182,0,2002,,0
329569,br75100,0,1998,,0
329569,br15075,0,2013,,0
329569,br45195,0,2014,,0
329569,br225358,0,1996,,0
329569,br45210,0,2002,,0
329569,br45323,0,2014,,0
329569,br165505,0,1996,,0
329569,br195631,0,2010,,0
329569,br105482,0,2014,,0
329569,br105493,0,2015,,0
329569,br135452,0,2010,,0
329569,br135460,0,2008,,0
329569,br75443,0,2009,,0
329569,br75461,0,2008,,0
329569,br225730,1,2015,,0
329569,br105633,0,2014,,0
329569,br15479,0,2015,,0
329569,br195906,1,2015,,0
329569,br135684,0,2014,,0
329569,br225849,0,2015,,0
329569,br195942,0,2011,,0
329569,br135692,0,2015,,0
329569,br135743,0,1996,,0
329569,br75652,0,2002,,0
329569,br15576,0,1998,,0
329569,br196045,0,2008,,0
329569,br165929,0,2001,,0
329569,br165934,0,2002,,0
329569,br135837,0,2015,,0
329569,br135857,0,1993,,0
329569,br226050,0,2014,,0
329569,br226088,0,2013,,0
329569,br105983,0,2014,,0
329569,br105987,0,1996,,0
329569,br15784,0,2003,,0
329569,br15789,0,2012,,0
329569,br15796,0,1999,,0
329569,br45982,0,2014,,0
329569,br196287,0,1993,,0
329569,br135982,0,1998,,0
329569,br226203,0,2013,,0
329569,br75986,0,2014,,0
329569,br46073,1,2005,,0
329569,br46145,0,2014,,0
329569,br136255,0,2004,,0
329569,br136267,0,2014,,0
329569,br76240,0,2011,,0
329569,br16168,0,2009,,0
329569,br16210,0,2015,,0
329569,br196823,0,2014,,0
329569,br136531,0,2014,,0
329569,br16392,0,2008,,0
329569,br136551,0,2014,,0
329569,br166735,0,2015,,0
329569,br76582,0,2014,,0
329569,br196960,0,2015,,0
329569,br16504,0,2014,,0
329569,br106714,0,2015,,0
329569,br226819,0,2013,,0
329569,br196995,0,2014,,0
329569,br16560,0,1996,,0
329569,br46767,0,2012,,0
329569,br197071,0,2015,,0
329569,br106857,0,2015,,0
329569,br136823,0,2013,,0
329569,br197131,0,2014,,0
329569,br16787,0,2011,,0
329569,br227070,0,1998,,0
329569,br107031,0,2015,,0
329569,br197255,0,2014,,0
329569,br197278,0,2015,,0
329569,br107076,0,2012,,0
329569,br167057,0,2014,,0
329569,br137030,0,1996,,0
329569,br16889,1,2014,,0
329569,br167107,1,2005,,0
329569,br137076,0,2014,,0
329569,br47066,1,2003,,0
329569,br107156,0,2014,,0
329569,br167141,0,2014,,0
329569,br77015,0,2013,,0
329569,br227229,0,2014,,0
329569,br137117,0,2011,,0
329569,br167219,0,2014,,0
329569,br17034,0,2014,,0
329569,br47175,0,2002,,0
329569,br47204,1,2014,,0
329569,br77162,0,2010,,0
329569,br107306,0,2002,,0
329569,br77181,0,2011,,0
329569,br167315,0,2014,,0
329569,br17167,0,2004,,0
329569,br77246,0,2014,,0
329569,br17221,0,2010,,0
329569,br47323,0,2014,,0
329569,br17247,0,2012,,0
329569,br77303,0,2014,,0
329569,br17272,0,2014,,0
329569,br47398,0,2011,,0
329569,br167472,0,1998,,0
329569,br17310,1,2015,,0
329569,br167489,0,2014,,0
329569,br227616,1,2015,,0
329569,br197737,0,2014,,0
329569,br167517,0,2010,,0
329569,br197757,0,1992,,0
329569,br227696,0,2013,,0
329569,br47570,0,1999,,0
329569,br197871,0,1997,,0
329569,br137631,0,2014,,0
329569,br227811,0,1997,,0
329569,br227813,0,1996,,0
329569,br107713,0,2014,,0
329569,br137657,0,2013,,0
329569,br17566,0,1996,,0
329569,br197940,0,2014,,0
329569,br17570,1,1991,,0
329569,br137727,0,2010,,0
329569,br137743,0,2014,,0
329569,br107847,0,2002,,0
329569,br167854,0,1998,,0
329569,br167880,0,2014,,0
329569,br198122,0,2015,,0
329569,br47815,0,2002,,0
329569,br47844,0,2015,,0
329569,br17791,0,1993,,0
329569,br107992,0,1995,,0
329569,br47892,0,2015,,0
329569,br17862,0,2014,,0
329569,br17878,0,2015,,0
329569,br17894,0,2014,,0
329569,br198310,0,2009,,0
329569,br47995,0,2015,,0
329569,br108140,1,2011,,0
329569,br168210,0,2011,,0
329569,br18101,0,2010,,0
329569,br228404,0,2000,,0
329569,br78145,0,2015,,0
329569,br108305,0,2012,,0
329569,br78181,1,2015,,0
329569,br198551,0,2009,,0
329569,br228503,0,1990,,0
329569,br138330,0,2015,,0
329569,br108399,0,2014,,0
329569,br18266,0,2008,,0
329569,br48328,0,1996,,0
329569,br198677,1,2015,,0
329569,br18302,0,2014,,0
329569,br228604,0,2014,,0
329569,br78336,0,2014,,0
329569,br138451,0,2014,,0
329569,br198781,1,2009,,0
329569,br168573,0,2000,,0
329569,br228761,0,2014,,0
329569,br168592,0,2003,,0
329569,br198888,0,2013,,0
329569,br108644,0,2015,,0
329569,br108684,0,2009,,0
329569,br108739,0,2014,,0
329569,br228894,0,1996,,0
329569,br108786,0,2009,,0
329569,br18641,0,2009,,0
329569,br48716,0,2013,,0
329569,br48758,0,1999,2008.0,0
329569,br168862,0,2013,,0
329569,br229034,0,2015,,0
329569,br199208,0,2014,,0
329569,br138864,0,2014,,0
329569,br199218,0,2014,,0
329569,br229124,0,2014,,0
329569,br48979,0,1998,,0
329569,br109123,0,1997,,0
329569,br199376,0,2011,,0
329569,br169037,0,2000,,0
329569,br109161,0,2015,,0
329569,br79002,0,2002,,0
329569,br199425,0,2014,,0
329569,br49059,0,2012,,0
329569,br139062,0,2012,,0
329569,br19019,0,2015,,0
329569,br109218,0,2014,,0
329569,br79048,0,2014,,0
329569,br139126,0,2015,,0
329569,br19098,1,2006,,0
329569,br229427,0,2009,,0
329569,br169243,0,2014,,0
329569,br49175,0,2015,,0
329569,br19195,0,2014,,0
329569,br169382,0,2014,,0
329569,br199706,0,2011,,0
329569,br109462,0,2014,,0
329569,br139362,1,2014,,0
329569,br169450,0,2014,,0
329569,br199767,0,2012,,0
329569,br19327,0,2014,,0
329569,br229678,0,1993,,0
329569,br49513,0,2013,,0
329569,br229759,0,2014,,0
329569,br199925,0,1995,,0
329569,br49558,0,2014,,0
329569,br109785,1,2015,,0
329569,br200059,0,1999,,0
329569,br139716,0,2002,,0
329569,br229955,0,2014,,0
329569,br169866,1,1998,,0
329569,br79675,0,2004,,0
329569,br169891,0,2010,,0
329569,br19717,0,2015,,0
